DOLNOŚLĄSKIE;DsBogatMob;DsBogatFrancMOB;Bogatynia Mobil;Bogatynia; Francuska 1
MAZOWIECKIE;MzWarNiepodKom;MzWarAlNiepo;Warszawa-Komunikacyjna;Warszawa;al. Niepodległości 227
MAZOWIECKIE;MzWarTarKondra;MzWarKondrat;Warszawa-Targówek;Warszawa; Kondratowicza 8
MAZOWIECKIE;MzWarszMarsz;MzWarMarszal;Warszawa-Marszałkowska;Warszawa; Marszałkowska 68
MAZOWIECKIE;MzWarPodIMGW;MzWarPodlesn;Warszawa-Podleśna;Warszawa; Podleśna 61
MAZOWIECKIE;MzWarszPorajow;MzWarPorajow;Warszawa-Porajów;Warszawa; Porajów 3
MAZOWIECKIE;MzWarszPuszSolska;MzWarPuszSol;Warszawa-Puszczy Solskiej;Warszawa; Puszczy Solskiej 5
MAZOWIECKIE;MzWarszBielany;MzWarTolstoj;Warszawa-Tołstoja;Warszawa; Tołstoja 2
MAZOWIECKIE;MzWarszUrsynow;MzWarWokalna;Warszawa-Ursynów;Warszawa; Wokalna 1
MAZOWIECKIE;MzZyrardRoosevel;MzZyraRoosev;Żyrardów-Roosevelta;Żyrardów; Roosevelta 2
OPOLSKIE;OpGlub1pyl;OpGlubKochan;Głubczyce manualna 1;Głubczyce; Kochanowskiego 23
OPOLSKIE;OpKkozle1a;OpKKozBSmial;K-Koźle automat 1;Kędzierzyn-Koźle; Bolesława Śmiałego 5
OPOLSKIE;OpKlucz2pyl;OpKluczMicki;Kluczbork manualna 2;Kluczbork; Mickiewicza 10
OPOLSKIE;OpNysa3pyl;OpNysaRodzie;Nysa manualna 3;Nysa; Rodziewiczówny 1
OPOLSKIE;OpOlesno4a;OpOlesSlowac;Olesno automat 4;Olesno; Słowackiego
OPOLSKIE;OpOpole3a;OpOpoleMinor;Opole automat 3;Opole; Minorytów
OPOLSKIE;OpOpole4pyl;OpOpoleOsAKr;Opole manualna 4;Opole;os. Armii Krajowej
OPOLSKIE;OpZdze2a;OpZdziePiast;Zdzieszowice automat 2;Zdzieszowice; Piastów 6
PODLASKIE;PdBialyPodmiejska;PdBialPie;Białystok-Podmiejska;Białystok; 42 Pułku Piechoty
PODLASKIE;PdBialyWarszawska;PdBialWarsza;Białystok-Warszawska;Białystok; Warszawska 75 A
PODLASKIE;PdBialyMiejska;PdBialWaszyn;Białystok-Miejska;Białystok; Waszyngtona 16
PODLASKIE;PdBorsuWiejska;PdBorsukowiz;Borsukowizna-Wiejska;Borsukowizna; Borsukowizna 1;
PODLASKIE;PdLomzaSikorskiego;PdLomSikorsk;Lomza Sikorskiego 48;Łomża; Sikorskiego 48
PODLASKIE;PdSuwPski;PdSuwPski;Suwałki,  Pułaskiego 73;Suwałki; Pułaskiego
PODKARPACKIE;PkDebicaWIOSGrottgera;PkDebiGrottg;Dębica-Grottgera-WIOS;Dębica;Grottgera 3
PODKARPACKIE;PkJarosWIOSPWSTE;PkJarosPruch;Jarosław-PWSTE-WIOS;Jarosław; Pruchnicka
PODKARPACKIE;PkJasloWIOSSikorskiego;PkJasloSikor;Jaslo-Sikorskiego-WIOS;Jasło; Sikorskiego
PODKARPACKIE;PkKrempnaWIOSMPN;PkKrempnaMPN;Krempna-MPN-WIOS;Krempna; Krepna 38
PODKARPACKIE;PkKrosnoWIOSKletowki;PkKrosKletow;Krosno-Kletówki;Krosno; Kletówki
PODKARPACKIE;PkMielecWIOSSolskiego;PkMielSolski;Mielec-MOSIR-WIOS;Mielec; Solskiego
PODKARPACKIE;PkMielWIOSZarzStr;PkMielZaStre;Mielec - Zarząd Strefy;Mielec; Zarząd Strefy
PODKARPACKIE;PkNiskoWIOSSzklar;PkNiskoSzkla;Nisko-Szklarniowa-WIOS;Nisko; Szklarniowa
PODKARPACKIE;PkPrzemyslWIOSGrunw;PkPrzemGrunw;Przemysl-Grunwaldzka-WIOS;Przemyśl; Grunwaldzka
PODKARPACKIE;PkRzeszWIOSNoweMiasto;PkRzeszRejta;Rzeszów-Nowe Miasto;Rzeszów; Rejtana
PODKARPACKIE;PkSanokWIOSSadowa;PkSanoSadowa;Sanok-Sadowa-WIOS;Sanok; Sadowa
PODKARPACKIE;PkTarnobWIOSDabrow;PkTarnDabrow;Tarnobrzeg-M.Dabrowskiej-WIOS;Tarnobrzeg; Marii Dąbrowskiej
POMORSKIE;Pm.D;PmGac;WIOŚ Gać - Słowiński Park Narodowy;Smołdzino; Bohaterów Warszawy 1A
POMORSKIE;Pm.00.s481m;PmGdaGleboka;WIOŚ Gdańsk - Głęboka;Gdańsk; Głęboka 11
POMORSKIE;Pm.a02a;PmGdaKacze02;AM2 Gdańsk Stogi;Gdańsk; Kaczeńce
POMORSKIE;Pm.aw08m;PmGdaLecz08m;WIOŚ Gdańsk - Leczkowa;Gdańsk; Leczkowa
POMORSKIE;Pm.a08a;PmGdaLeczk08;AM8 Gdańsk Wrzeszcz;Gdańsk; Leczkowa
POMORSKIE;Pm.a05a;PmGdaOstrz05;AM5 Gdańsk Szadółki;Gdańsk; Ostrzycka
POMORSKIE;Pm.a01a;PmGdaPoWie01;AM1 Gdańsk Śródmieście;Gdańsk; Powstańców Warszawskich
POMORSKIE;Pm.01w.02m;PmGdaPowWiel;Zaspa;Gdańsk; Powstańców Wielkopolskich
POMORSKIE;Pm.a03a;PmGdaWyzwo03;AM3 Gdańsk Nowy Port;Gdańsk; Wyzwolenia
POMORSKIE;Pm.00.w237m;PmGdyJozBema;WIOŚ Gdynia - Bema;Gdynia; Bema
POMORSKIE;Pm.a04a;PmGdyPoreb04;AM4 Gdynia Pogórze;Gdynia; Porębskiego
POMORSKIE;Pm.a09aN;PmGdySzaf09N;AM9 Gdynia Dąbrowa;Gdynia; Szafranowa
POMORSKIE;Pm.a10a;PmGdyWendy10;AM10 Gdynia Śródmieście;Gdynia; Wendy
POMORSKIE;Pm05KARTw01m;PmKartWejher;WIOŚ Kartuzy;Kartuzy; Wejhera
POMORSKIE;Pm.AM12.a;PmKosTargo12;AM12 Kościerzyna Targowa;Kościerzyna; Targowa
POMORSKIE;Pm.Kwidz.Sport.m;PmKwiSportow;WIOŚ Kwidzyn - Sportowa;Kwidzyn; Sportowa
POMORSKIE;Pm08LEBAiEMEPa;PmLebaRabkaE;IMGW Łeba - Rąbka;Łeba; Paderewskiego 13
POMORSKIE;Pm.AM16.a;PmLebMalcz16;AM16 Lębork Malczewskiego;Lębork; Malczewskiego
POMORSKIE;Pm.AM15.a;PmMalMicki15;AM15 Malbork Mickiewicza;Malbork; Mickiewicza
POMORSKIE;Pm.63.wDSAa;PmSlupKniazi;AM11 Słupsk Kniaziewicza;Słupsk; Kniaziewicza 30
POMORSKIE;Pm.63.wDSPm;PmSlupOrzesz;WIOŚ Słupsk Orzeszkowej;Słupsk; Orzeszkowej
POMORSKIE;Pm.a06a;PmSopBitPl06;AM6 Sopot;Sopot; Bitwy pod Płowcami
POMORSKIE;Pm.polpharma.01.a;PmStaGdaLubi;POLPHARMA Starogard Gdański - Lubichowska;Starogard Gdański; Lubichowska
POMORSKIE;Pm.a07a;PmTczeTarg07;AM7 Tczew;Tczew; Targowa
POMORSKIE;Pm.15.s129m;PmWejhPlWejh;WIOŚ Wejherowo - Jakuba Wejhera;Wejherowo; Jakuba Wejhera 8
POMORSKIE;Pm11WLADw07m;PmWladywHallera;WIOŚ Władysławowo - Hallera;Władysławowo; Hallera
ŚWIĘTOKRZYSKIE;SkBuskoWios2;SkBuskRokosz;WIOŚ, Busko zdrój,  Rokosza;Busko-Zdrój; Rokosza 1
ŚWIĘTOKRZYSKIE;SkKielJagielWios;SkKielJagiel;WIOS Kielce,  Jagiellońska;Kielce; Jagiellońska 68
ŚWIĘTOKRZYSKIE;SkKielKusoc;SkKielKusoci;WIOŚ Kielce,  Kusocińskiego;Kielce; Kusocińskiego 51
ŚWIĘTOKRZYSKIE;SkMalogCemen3;SkMalo11List;Małogoszcz,  11 Listopada;Małogoszcz; 11 Listopada
ŚWIĘTOKRZYSKIE;SkNowinyCemen2;SkNowiParkow;Nowiny,  Parkowa;Nowiny; Parkowa
ŚWIĘTOKRZYSKIE;SkOzarowOsWz52;SkOzarOsWzgo;Ożarów Os. Wzgórze 52;Ożarów;os. Wzgórze 52
ŚWIĘTOKRZYSKIE;SkPolanRuszcz;SkPolaRuszcz;Połaniec,  Ruszczańska;Połaniec; Ruszczańska 23
ŚWIĘTOKRZYSKIE;SkStaracZlota2;SkStaraZlota;WIOŚ, Starachowice,  Złota;Starachowice; Złota
ŚWIĘTOKRZYSKIE;SkPolanTrzc;SkTrzciOsiek;Trzcianka;Trzcianka;Trzcianka 7
ŚLĄSKIE;SlBielbBiel_kossa;SlBielKossak;Bielsko B._kossak-WIOŚ;Bielsko-Biała; Kossak-Szczuckiej
ŚLĄSKIE;SlBielbBiel_stern;SlBielSterni;Bielsko-Biała_sternicza;Bielsko-Biała; Sternicza 4
ŚLĄSKIE;SlCieszCies_13mic;SlCiesMickie;Cieszyn_mickiewi13-WIOŚ;Cieszyn; Mickiewicza 13
ŚLĄSKIE;SlCzerKopaln;SlCzerKopaln;Czerwionka Leszczyny Kopalniana;Czerwionka-Leszczyny; Kopalniana
ŚLĄSKIE;SlCzestCzes_arkr1;SlCzestoArmK;Częstochowa_armiikrajowej - WIOŚ;Częstochowa; Armii Krajowej 2
ŚLĄSKIE;SlCzestCzes_baczy;SlCzestoBacz;Częstochowa_bacz-WIOŚ;Częstochowa; Baczyńskiego 2
ŚLĄSKIE;SlCzestCzes_zana6;SlCzestoZana;Czestochowa_zana-WIOŚ;Częstochowa; Zana 6
ŚLĄSKIE;SlDabroDabr_1000L;SlDabro1000L;DąbGór._1000-lecia-WIOŚ;Dąbrowa Górnicza; 1000-lecia 25 a
ŚLĄSKIE;SlGliwiGliw_mewy;SlGliwicMewy;Gliwice_mewy-WIOŚ;Gliwice; Mewy 34
ŚLĄSKIE;SlGodowWodz_wodzi;SlGodGliniki;Godów manualny - WIOŚ;Godów; Gliniki
ŚLĄSKIE;SlKatowKato_kossu;SlKatoKossut;Katowice_kossu-WIOŚ;Katowice; Kossutha 6
ŚLĄSKIE;SlKatowKato_aleja;SlKatoPlebA4;Katowice_komunikacyjna-WIOŚ;Katowice;al. Górnośląska
ŚLĄSKIE;SlKnuroKnu1_gliwi;SlKnurJedNar;Knurów _jedności narod. - WIOŚ;Knurów; Jedności Narodowej 5
ŚLĄSKIE;SlLubliLubl_piask;SlLublPiasko;Lubliniec_piaskowa;Lubliniec; Piaskowa 56
ŚLĄSKIE;SlMyszkMysz_myszk;SlMyszMiedzi;Myszków_miedziana;Myszków; Miedziana 3
ŚLĄSKIE;SlPszczPszc_boged;SlPszczBoged;Pszczyna_bogedaina- WIOŚ;Pszczyna; Bogedaina
ŚLĄSKIE;SlRybniRybn_borki;SlRybniBorki;Rybnik_borki-WIOŚ;Rybnik; Borki 37 d
ŚLĄSKIE;SlSosnoSosn_lubel;SlSosnoLubel;Sosnowiec_lubelska -WIOŚ;Sosnowiec; Lubelska 51
ŚLĄSKIE;SlTarnoTarn_litew;SlTarnoLitew;Tarnowskie Góry_litewska-WIOŚ;Tarnowskie Góry; Litewska
ŚLĄSKIE;SlTychyTych_tolst;SlTychyTolst;Tychy_tołstoja-WIOŚ;Tychy; Tołstoja 1
ŚLĄSKIE;SlUstroCies_sana7;SlUstronSana;Ustroń_sanatoryjna 7;Ustroń; Sanatoryjna 7
ŚLĄSKIE;SlWodziWodz_galcz;SlWodzGalczy;Wodzisław_Gałczyńskiego-WIOŚ;Wodzisław Śląski; Gałczyńskiego 1
ŚLĄSKIE;SlZabrzZabr_sklod;SlZabSkloCur;Zabrze_skłod-WIOŚ;Zabrze; M. Skłodowskiej-Curie 34
ŚLĄSKIE;SlZawieZawi_zawie;SlZawSkloCur;Zawiercie_skłod-curie- WIOŚ;Zawiercie; Skłodowskiej-Curie 16
ŚLĄSKIE;SlZlotyJano_lesni;SlZlotPotLes;Złoty Potok gm. Janów (automat);Złoty Potok; Leśniczówka Kamienna Góra
ŚLĄSKIE;SlZoryzZory_sikor;SlZorySikors;Żory_os.Sikorskiego-WIOŚ;Żory; Sikorskiego 52
ŚLĄSKIE;SlZywieZywi_koper;SlZywieKoper;Żywiec_kopernika-WIOŚ;Żywiec; Kopernika 84
ŚLĄSKIE;SlZywieZywi_slowa;SlZywieSlowa;Żywiec-słowackiego-WIOŚ;Żywiec; Słowackiego 2
WARMIŃSKO-MAZURSKIE;WmElblagWIOS_Bazynsk;WmElbBazynsk;WIOŚ Elbląg  Bażyńskiego;Elbląg; Bażyńskiego 6
WARMIŃSKO-MAZURSKIE;WmGoldapWIOS_Jacwies;WmGoldJacwie;WIOŚ Gołdap  Jaćwieska;Gołdap; Jaćwieska 15
WARMIŃSKO-MAZURSKIE;WmIlawaAnd;WmIlawAnders;WIOŚ Iława Andersa;Iława;Andersa 8a
WARMIŃSKO-MAZURSKIE;WmMragowWIOS_Parkowa;WmMragParkow;WIOŚ Mrągowo  Parkowa;Mrągowo; Parkowa
WARMIŃSKO-MAZURSKIE;WmNidzicaWIOS_Traugut;WmNiTraugutt;WIOŚ Nidzica Traugutta;Nidzica; Traugutta
WARMIŃSKO-MAZURSKIE;WmOlsztyWIOS_Puszkin;WmOlsPuszkin;WIOŚ Olsztyn  Puszkina;Olsztyn; Puszkina 16
WARMIŃSKO-MAZURSKIE;WmOstrodWIOS_Chrobre;WmOstrChrobr;WIOŚ Ostróda  Chrobrego;Ostróda; Chrobrego 3
WARMIŃSKO-MAZURSKIE;WmPuszcz_IOS_Borecka;WmPuszczaBor;KMŚ Puszcza Borecka;;Diabla Góra
WIELKOPOLSKIE;WpWKP011/10;WpBoroDrapal;WKPBorowiec;Borówiec; Drapałka 4
WIELKOPOLSKIE;WpGnieznoPM10/11;WpGniePaczko;Gniezno,  Paczkowskiego;Gniezno; Paczkowskiego
WIELKOPOLSKIE;WpWKPKalisz007/10;WpKaliSawick;WKPKalisz;Kalisz; Hanki Sawickiej
WIELKOPOLSKIE;WpKonin311009D009102;WpKoniWyszyn;Konin,  Wyszyńskiego 3a;Konin; Wyszyńskiego 3
WIELKOPOLSKIE;WpLesznoPM10/11;WpLeszKiepur;WpLesznoPM10/11;Leszno; Kiepury
WIELKOPOLSKIE;WpNowyTomyslPM10/11;WpNoTomSzpit;WpNowyTomyslPM10/11;Nowy Tomyśl; Szpitalna
WIELKOPOLSKIE;WpOstrowWlkpPM10;WpOstWieWyso;Ostrow Wlkp.,  Wysocka 57;Ostrów Wielkopolski; Wysocka 57
WIELKOPOLSKIE;WpPila5710111;WpPilaKusoci;Pila,  Kusocinkiego;Piła; Kusocińskiego
WIELKOPOLSKIE;WpPleszewPM10/14;WpPleszAlMic;WpPleszew;Pleszew;al. Mickiewicza
WIELKOPOLSKIE;WpPoznanPOSIRPM10/11;WpPoznChwial;WpPoznanPOSIRPM10/11;Poznań; Chwiałkowskiego
WIELKOPOLSKIE;WpWKP002;WpPoznDabrow;WKPPoznan 2;Poznań; Dąbrowskiego 169
WIELKOPOLSKIE;WpWKP001;WpPoznPolank;WKPPoznan1;Poznań; Polanki
WIELKOPOLSKIE;WpPoznanSzymanowskiego17;WpPoznSzyman;Poznan,  Szymanowskiego 17;Poznań; Szymanowskiego 17
WIELKOPOLSKIE;WpTarnowoPodgornePM10/10;WpTarPodZach;WpTarnowoPodgornePM10/10;Tarnowo Podgórne; Zachodnia
WIELKOPOLSKIE;WpWagrowiecPM10/10;WpWagrowLipo;WpWagrowiecPM10/10;Wągrowiec; Kolejowa 2
ZACHODNIOPOMORSKIE;ZpKoszalin005;ZpKoszArKraj;Koszalin_ArmiiKrajowej;Koszalin; Armii Krajowej
ZACHODNIOPOMORSKIE;ZpKoszalin006;ZpKoszSpasow;Koszalin_Spasowskiego;Koszalin; Spasowskiego 2f
ZACHODNIOPOMORSKIE;ZpMysMysliborz007;ZpMyslZaBram;Myślibórz_ZaBramką;Myślibórz; Za Bramką 8
ZACHODNIOPOMORSKIE;ZpSzczecin001;ZpSzczAndr01;Szczecin_Andrzejewskiego;Szczecin; Andrzejewskiego 23
ZACHODNIOPOMORSKIE;ZpSzcSzczecinek008;ZpSzczec1Maj;Szczecinek_1Maja;Szczecinek; 1 Maja 22
ZACHODNIOPOMORSKIE;ZpSzcSzczecinek010;ZpSzczecPrze;Szczecinek_Przemysłowa;Szczecinek; Przemysłowa
ZACHODNIOPOMORSKIE;ZpSzczecin004;ZpSzczLacz04;Szczecin_Łączna;Szczecin; Łączna
ZACHODNIOPOMORSKIE;ZpSzczecin002;ZpSzczPils02;Szczecin_Piłsudskiego;Szczecin; Piłsudskiego 1
ZACHODNIOPOMORSKIE;ZpGryfWiduchowa003;ZpWiduByb;Widuchowa;Widuchowa; Bary Rybackie 1
